i,time,ax
0,175459,-3.52
0,175472,-3.36
0,175485,-3.19
0,175498,-3.05
0,175511,-3.00
0,175524,-2.88
0,175537,-2.75
0,175550,-2.67
0,175563,-2.51
0,175576,-2.26
0,175589,-2.11
0,175602,-1.94
0,175615,-1.74
0,175628,-1.52
0,175641,-1.27
0,175654,-0.98
0,175667,-0.81
0,175680,-0.66
0,175693,-0.64
0,175706,-0.65
0,175719,-0.64
0,175732,-0.52
0,175745,-0.51
0,175758,-0.60
0,175771,-0.53
0,175784,-0.34
0,175797,-0.03
0,175810,0.22
0,175823,0.52
0,175836,0.69
0,175849,0.91
0,175862,1.06
0,175875,1.11
0,175888,1.38
0,175901,1.59
0,175914,1.89
0,175927,2.38
0,175940,2.73
0,175953,3.25
0,175966,3.77
0,175979,3.98
0,175992,4.11
0,176005,4.27
0,176018,4.19
0,176031,4.06
0,176044,3.99
0,176057,3.97
0,176070,3.88
0,176083,3.69
0,176096,3.53
0,176109,3.44
0,176122,3.31
0,176135,3.18
0,176148,3.06
0,176161,2.89
0,176174,2.61
0,176187,2.39
0,176200,2.01
0,176213,1.75
0,176226,1.50
0,176239,1.31
0,176252,1.20
0,176265,1.08
0,176278,0.97
0,176291,0.87
0,176304,0.71
0,176317,0.55
0,176330,0.20
0,176343,-0.23
0,176356,-0.70
0,176369,-1.16
0,176382,-1.65
